session_id,user_id,session_start,session_end,session_duration_seconds
SES0014015,U01125,2023-03-25 06:14:24,26/03/2023 11:20,104743
SES0014016,U01125,2023-01-21 07:12:17,2023-01-21 07:32:08,1191
SES0014017,U01125,2023-01-14T13:39:18Z,14/01/2023 13:40,53
SES0014018,U01125,12/03/2023 13:38,2023-03-15 00:00:36,210150
SES0014019,U01125,2023-02-23T01:28:07Z,2023-02-23T01:29:54Z,107
SES0014020,U01125,2023-02-11 06:54:13,2023-02-11 06:56:17,124
SES0014021,U01125,2023-03-08 11:01:36,2023-03-08 11:03:51,135
SES0014022,U01125,05/03/2023 11:25,2023-03-05T11:29:50Z,249
SES0014023,U01125,2023-02-01 08:45:21,01/02/2023 08:49,278
SES0014024,U01125,2023-04-06T14:27:55Z,06/04/2023 14:29,98
SES0014025,U01125,10/04/2023 02:51,2023-04-10 02:56:56,319
SES0014026,U01125,2023-03-01 01:06:01,2023-03-01 01:27:15,1274
SES0014027,U01125,28/01/2023 23:08,2023-01-28 23:11:09,
SES0014028,U01125,2023-02-25T22:49:58Z,2023-02-25 22:52:39,161
SES0014029,U01125,22/01/2023 17:50,2023-01-22 17:53:15,147
SES0014030,U01125,2023-04-06 23:17:06,06/04/2023 23:17,30
SES0014031,U01125,2023-02-19T21:10:42Z,2023-02-19T21:43:34Z,1972
SES0014032,U01125,2023-01-25T13:55:09Z,2023-01-25 13:57:37,148
SES0014033,U01125,2023-01-15T18:58:27Z,15/01/2023 18:59,80
SES0014034,U01125,2023-02-01T02:53:49Z,2023-02-01 02:55:17,88
SES0014035,U01125,2023-04-05T14:14:01Z,2023-04-05 14:16:05,124
SES0014036,U01125,19/02/2023 14:15,2023-02-19T14:35:26Z,1173
SES0014037,U01125,2023-01-14 01:33:22,2023-01-14T01:38:02Z,280
SES0014038,U01125,2023-03-25 03:13:53,25/03/2023 03:16,147
SES0014039,U01126,01/03/2023 08:54,2023-03-01T08:59:07Z,306
SES0014040,U01126,2023-03-12 08:09:44,12/03/2023 08:10,37
SES0014041,U01126,2023-03-20T07:25:30Z,2023-03-20T07:28:42Z,192
SES0014042,U01126,2023-02-24T20:19:15Z,24/02/2023 20:20,70
SES0014043,U01126,2023-03-05 11:13:40,2023-03-05 11:16:45,185
SES0014044,U01126,2023-03-05T00:41:27Z,05/03/2023 00:42,54
SES0014045,U01126,2023-03-15T07:47:12Z,2023-03-15T08:07:18Z,1206
SES0014046,U01126,23/02/2023 11:55,23/02/2023 11:55,22
SES0014047,U01126,04/03/2023 20:10,2023-03-04T20:33:39Z,1407
SES0014048,U01126,2023-03-19T03:41:18Z,2023-03-19 03:41:48,30
SES0014049,U01126,28/02/2023 14:47,2023-02-28T14:50:14Z,164
SES0014050,U01126,2023-03-01T20:29:36Z,01/03/2023 20:45,951
SES0014051,U01126,01/03/2023 07:21,2023-03-01T07:21:24Z,8
SES0014052,U01126,2023-02-22T01:29:58Z,2023-02-22 01:42:11,733
SES0014053,U01126,2023-03-10 10:25:58,10/03/2023 10:33,476
SES0014054,U01126,2023-03-14T22:08:51Z,2023-03-14 22:12:13,202
SES0014055,U01126,22/02/2023 11:46,22/02/2023 11:51,295
SES0014056,U01126,2023-02-22T09:38:56Z,22/02/2023 09:41,159
SES0014057,U01126,2023-03-15 00:36:55,15/03/2023 00:49,760
SES0014058,U01126,2023-03-14T00:14:33Z,2023-03-14 00:16:49,N/A
SES0014059,U01128,2023-05-21 14:17:59,2023-05-21 14:18:54,55
SES0014060,U01128,2023-05-09 19:09:19,2023-05-09T19:14:15Z,296
SES0014061,U01128,2023-02-25 12:32:08,2023-02-25 12:34:19,131
SES0014062,U01129,2024-05-06 15:24:40,2024-05-06T15:33:50Z,550
SES0014063,U01129,2024-02-15T17:36:55Z,15/02/2024 17:38,97
SES0014064,U01129,15/02/2024 01:38,2024-02-15T01:41:48Z,192
SES0014065,U01130,04/06/2023 17:25,04/06/2023 17:26,69
SES0014066,U01130,02/06/2023 18:59,02/06/2023 19:01,137
SES0014067,U01131,16/06/2024 00:34,2024-06-16T00:35:53Z,78
SES0014068,U01131,2024-06-17T01:55:20Z,2024-06-17T02:00:19Z,299
SES0014069,U01131,2024-06-22T18:37:25Z,22/06/2024 19:17,2432
SES0014070,U01133,2023-05-11 01:05:52,11/05/2023 01:06,21
SES0014071,U01133,06/05/2023 20:01,2023-05-06 20:06:11,309
SES0014072,U01133,09/05/2023 02:26,2023-05-09T02:27:10Z,21
SES0014073,U01133,08/05/2023 23:52,2023-05-09 00:00:15,442
SES0014074,U01133,2023-05-11 14:54:17,11/05/2023 14:56,132
SES0014075,U01134,2023-12-12T17:28:52Z,2023-12-12T17:31:04Z,132
SES0014076,U01134,2023-11-25T15:24:20Z,25/11/2023 15:24,39
SES0014077,U01134,01/01/2024 09:47,01/01/2024 09:59,N/A
SES0014078,U01134,2023-12-26T10:39:25Z,26/12/2023 10:47,478
SES0014079,U01134,2024-02-16 04:35:52,16/02/2024 04:48,760
SES0014080,U01134,2023-12-05T10:45:10Z,2023-12-05T10:50:40Z,330
SES0014081,U01134,2024-01-11 16:38:17,11/01/2024 16:53,921
SES0014082,U01134,02/02/2024 15:55,02/02/2024 15:57,138
SES0014083,U01134,2024-02-04T22:18:35Z,2024-02-04T22:18:56Z,21
SES0014084,U01134,2024-02-09T13:09:35Z,2024-02-09T13:18:03Z,508
SES0014085,U01135,22/06/2024 06:13,2024-06-24T17:31:32Z,213506
SES0014086,U01135,2024-05-11T01:45:53Z,2024-05-11 01:46:35,42
SES0014087,U01135,2024-05-23T12:52:48Z,2024-05-23 12:56:20,N/A
SES0014088,U01135,27/05/2024 03:55,2024-05-27 03:58:00,175
SES0014089,U01135,2024-04-30T07:35:40Z,2024-04-30 07:42:38,418
SES0014090,U01135,12/05/2024 18:07,12/05/2024 18:10,208
SES0014091,U01135,2024-05-20 13:10:43,20/05/2024 13:11,70
SES0014092,U01135,27/06/2024 04:26,2024-06-27T04:26:11Z,11
SES0014093,U01135,2024-06-15T01:06:06Z,2024-06-15T01:06:38Z,32
SES0014094,U01135,2024-06-29 02:18:07,2024-06-29 02:23:47,340
SES0014095,U01136,24/05/2024 20:56,24/05/2024 20:56,0
SES0014096,U01136,2023-11-16T15:25:26Z,16/11/2023 15:28,203
SES0014097,U01136,10/06/2024 08:19,2024-06-10 08:20:22,59
SES0014098,U01136,14/02/2024 00:42,2024-02-14 00:45:55,182
SES0014099,U01136,2024-05-12T10:14:54Z,2024-05-12 10:16:00,66
SES0014100,U01136,2024-05-20T08:17:57Z,2024-05-20T08:19:56Z,119
SES0014101,U01136,2024-05-22T01:32:44Z,22/05/2024 01:33,35
SES0014102,U01136,2024-03-04 12:18:01,2024-03-04T12:21:57Z,236
SES0014103,U01136,2024-04-01 14:51:44,2024-04-01T14:56:05Z,261
SES0014104,U01136,2024-01-03 12:19:20,2024-01-03T12:22:28Z,188
SES0014105,U01136,2024-05-15T16:20:43Z,15/05/2024 16:24,238
SES0014106,U01136,25/11/2023 22:14,2023-11-28T04:49:33Z,196486
SES0014107,U01136,06/01/2024 13:00,2024-01-06 13:00:41,35
SES0014108,U01136,17/05/2024 02:08,17/05/2024 02:09,58
SES0014109,U01136,12/11/2023 15:21,12/11/2023 15:22,79
SES0014110,U01136,26/11/2023 16:50,2023-11-26T16:58:44Z,519
SES0014111,U01136,02/02/2024 18:14,02/02/2024 18:16,112
SES0014112,U01136,2024-06-26T10:04:22Z,26/06/2024 10:05,71
SES0014113,U01136,06/02/2024 16:31,2024-02-06T16:54:44Z,1366
SES0014114,U01136,2024-06-24 21:23:43,2024-06-24T21:31:08Z,445
SES0014115,U01136,19/01/2024 11:21,19/01/2024 11:27,340
SES0014116,U01136,2024-02-28T04:06:50Z,2024-02-28 04:07:39,49
SES0014117,U01136,2024-02-08 12:31:29,08/02/2024 12:36,288
SES0014118,U01136,13/05/2024 16:48,13/05/2024 16:48,42
SES0014119,U01136,20/06/2024 15:04,2024-06-20T15:05:37Z,42
SES0014120,U01136,16/05/2024 04:53,2024-05-16T05:09:58Z,998
SES0014121,U01136,14/05/2024 09:14,2024-05-14T09:17:03Z,174
SES0014122,U01136,2024-01-22T04:49:37Z,2024-01-22T05:20:40Z,1863
SES0014123,U01136,2024-06-05T00:19:59Z,2024-06-05 00:25:38,339
SES0014124,U01136,2023-12-31 03:58:14,2023-12-31 04:00:13,119
SES0014125,U01137,2024-02-25 15:39:06,2024-02-25 15:39:39,N/A
SES0014126,U01137,2023-12-24 15:12:27,2023-12-24 15:13:38,71
SES0014127,U01137,2024-03-06T13:51:55Z,2024-03-06T14:09:42Z,1067
SES0014128,U01139,2023-10-09 01:25:44,2023-10-09 01:29:48,244
SES0014129,U01139,2023-11-18 02:12:38,2023-11-18 02:13:03,25
SES0014130,U01139,16/09/2023 04:39,16/09/2023 04:54,895
SES0014131,U01140,12/09/2023 05:34,2023-09-12 05:36:53,139
SES0014132,U01140,09/09/2023 04:13,2023-09-09 04:14:01,60
SES0014133,U01141,2023-05-21T15:42:58Z,21/05/2023 15:45,154
SES0014134,U01141,2023-06-03T00:05:24Z,03/06/2023 00:11,350
SES0014135,U01142,2023-04-22T01:20:35Z,22/04/2023 01:21,62
SES0014136,U01142,2023-04-21 19:35:16,2023-04-21T19:36:23Z,67
SES0014137,U01142,2023-04-24 13:21:46,2023-04-24T13:24:42Z,176
SES0014138,U01142,20/04/2023 13:46,2023-04-20 13:52:22,337
SES0014139,U01142,2023-04-23 03:21:40,2023-04-23T03:26:08Z,268
SES0014140,U01143,2023-12-19 15:44:33,2023-12-19T15:51:19Z,406
SES0014141,U01143,11/05/2024 01:32,11/05/2024 01:33,80
SES0014142,U01143,2024-02-02 18:53:08,2024-02-05T12:13:56Z,235248
SES0014143,U01143,10/03/2024 23:24,2024-03-10T23:34:55Z,628
SES0014144,U01143,2023-10-02 14:05:31,02/10/2023 14:06,74
SES0014145,U01143,17/12/2023 10:49,2023-12-17 10:53:07,215
SES0014146,U01143,2024-06-14T21:05:17Z,2024-06-14T21:25:45Z,1228
SES0014147,U01143,2023-09-20 11:16:55,20/09/2023 11:23,387
SES0014148,U01143,15/12/2023 09:44,2023-12-15T09:54:37Z,601
SES0014149,U01143,23/03/2024 09:37,2024-03-23T09:38:22Z,82
SES0014150,U01144,2024-03-19 02:41:42,19/03/2024 02:44,183
SES0014151,U01144,2024-03-25T04:24:33Z,25/03/2024 04:25,35
SES0014152,U01144,2024-03-24 12:18:40,2024-03-24 12:23:11,
SES0014153,U01144,2024-03-23 06:54:52,2024-03-23 06:55:47,55
SES0014154,U01144,2024-03-27 15:18:48,2024-03-27 15:32:17,809
SES0014155,U01144,19/03/2024 12:45,2024-03-19T12:48:51Z,227
SES0014156,U01144,2024-03-30T02:01:25Z,2024-03-30T02:01:38Z,13
SES0014157,U01144,2024-03-30 22:32:45,2024-03-30T22:38:42Z,357
SES0014158,U01144,2024-03-29 20:55:11,2024-03-29T20:55:22Z,11
SES0014159,U01144,2024-03-31 02:28:32,2024-03-31T02:29:01Z,29
SES0014160,U01144,24/03/2024 00:03,24/03/2024 00:14,614
SES0014161,U01144,01/04/2024 18:26,2024-04-01 18:43:53,1067
SES0014162,U01144,19/03/2024 06:18,2024-03-19 06:20:26,94
SES0014163,U01144,2024-03-26 23:31:43,26/03/2024 23:33,110
SES0014164,U01144,2024-03-19T17:00:48Z,19/03/2024 17:02,91
SES0014165,U01144,21/03/2024 22:50,2024-03-21 22:55:03,246
SES0014166,U01144,23/03/2024 04:38,23/03/2024 04:40,112
SES0014167,U01144,19/03/2024 23:28,2024-03-19 23:28:34,7
SES0014168,U01144,23/03/2024 00:00,2024-03-23T00:08:21Z,482
SES0014169,U01144,2024-03-22T17:07:06Z,2024-03-22T17:08:43Z,97
SES0014170,U01144,24/03/2024 20:49,2024-03-24T20:50:30Z,79
SES0014171,U01144,2024-03-21T21:58:45Z,2024-03-21 22:22:04,1399
SES0014172,U01144,2024-03-23T14:46:32Z,2024-03-23T14:46:32Z,0
SES0014173,U01144,2024-03-24T16:02:45Z,2024-03-24 16:03:54,69
SES0014174,U01144,2024-03-19 17:44:03,19/03/2024 17:45,61
SES0014175,U01144,2024-03-26 10:42:18,26/03/2024 10:48,377
SES0014176,U01144,01/04/2024 05:38,01/04/2024 05:38,20
SES0014177,U01144,2024-04-01 11:44:45,2024-04-01T11:51:09Z,384
SES0014178,U01144,2024-03-27T20:49:03Z,27/03/2024 20:50,85
SES0014179,U01144,24/03/2024 13:41,24/03/2024 13:42,87
SES0014180,U01145,2024-01-12T17:16:23Z,2024-01-15T11:37:58Z,238895
SES0014181,U01146,2023-09-19 18:24:12,19/09/2023 18:26,153
SES0014182,U01146,2023-06-15 13:51:50,15/06/2023 14:03,680
SES0014183,U01146,26/09/2023 08:12,26/09/2023 08:16,251
SES0014184,U01147,2023-05-14T21:45:41Z,2023-05-14 21:52:40,419
SES0014185,U01147,2023-05-08T00:48:42Z,2023-05-08 00:49:39,57
SES0014186,U01147,2023-07-17T16:20:00Z,17/07/2023 16:21,84
SES0014187,U01147,2023-07-12T16:54:46Z,2023-07-12 17:02:11,445
SES0014188,U01147,21/02/2023 05:00,2023-02-21 05:07:54,472
SES0014189,U01147,2023-03-27 05:38:35,2023-03-27T05:42:39Z,244
SES0014190,U01147,22/06/2023 02:24,2023-06-22T02:24:59Z,43
SES0014191,U01147,2023-06-03T00:36:25Z,2023-06-03 00:51:16,891
SES0014192,U01147,2023-05-29 15:23:45,2023-05-29T15:28:33Z,288
SES0014193,U01147,22/05/2023 16:10,22/05/2023 16:16,394
SES0014194,U01147,13/03/2023 10:29,2023-03-13 10:31:43,144
SES0014195,U01147,26/06/2023 16:14,2023-06-26T16:15:38Z,85
SES0014196,U01147,2023-04-12 07:35:07,12/04/2023 07:41,382
SES0014197,U01147,2023-06-01 21:36:48,01/06/2023 21:45,525
SES0014198,U01147,28/02/2023 02:34,2023-02-28 02:34:57,52
SES0014199,U01147,2023-08-11 18:48:48,2023-08-11 18:50:02,74
SES0014200,U01147,02/07/2023 11:40,2023-07-02 11:43:12,141
SES0014201,U01147,2023-07-27T14:06:58Z,27/07/2023 14:08,104
SES0014202,U01147,17/07/2023 00:53,17/07/2023 00:54,45
SES0014203,U01147,2023-03-25T15:14:23Z,2023-03-25T15:16:27Z,124
SES0014204,U01147,2023-06-20 16:10:52,2023-06-20 16:15:48,296
SES0014205,U01147,2023-05-24 12:19:00,2023-05-24T12:20:28Z,88
SES0014206,U01147,2023-02-13 11:56:10,13/02/2023 11:59,181
SES0014207,U01147,2023-03-20T02:58:04Z,20/03/2023 02:59,62
SES0014208,U01147,10/07/2023 10:21,10/07/2023 10:22,62
SES0014209,U01147,17/03/2023 07:13,17/03/2023 07:18,342
SES0014210,U01147,02/06/2023 04:09,02/06/2023 04:09,35
SES0014211,U01147,2023-05-07T00:28:03Z,07/05/2023 00:28,32
SES0014212,U01147,20/03/2023 03:57,2023-03-20T03:58:34Z,80
SES0014213,U01147,12/05/2023 04:28,12/05/2023 04:31,200
SES0014214,U01147,26/03/2023 13:12,2023-03-26 13:27:25,898
SES0014215,U01147,2023-05-21 21:14:42,2023-05-21 21:17:45,183
SES0014216,U01147,2023-05-24T20:42:30Z,2023-05-24 20:53:13,643
SES0014217,U01147,2023-08-09 23:40:33,09/08/2023 23:42,103
SES0014218,U01147,2023-06-13T14:35:44Z,13/06/2023 14:37,128
SES0014219,U01147,2023-04-21 15:03:58,2023-04-21T15:07:21Z,203
SES0014220,U01147,2023-06-05T01:15:47Z,2023-06-05 01:18:23,156
SES0014221,U01147,2023-04-17 05:39:38,2023-04-17T05:48:58Z,560
SES0014222,U01147,2023-03-18T11:34:06Z,2023-03-18T11:37:18Z,N/A
SES0014223,U01147,2023-02-13T04:24:25Z,2023-02-13T04:25:36Z,71
SES0014224,U01148,2023-11-27 06:46:04,2023-11-27T06:48:25Z,141
SES0014225,U01148,2023-11-25T15:44:22Z,25/11/2023 15:49,280
SES0014226,U01148,27/11/2023 10:33,2023-11-27 10:46:56,783
SES0014227,U01149,26/05/2024 11:11,26/05/2024 11:14,164
SES0014228,U01152,2023-02-19 09:14:44,2023-02-19T09:23:21Z,517
SES0014229,U01152,2023-02-22 12:26:06,22/02/2023 12:26,46
SES0014230,U01152,2023-02-18 20:34:25,2023-02-18T20:34:35Z,10
SES0014231,U01153,20/03/2023 19:17,20/03/2023 19:25,462
SES0014232,U01153,21/03/2023 14:38,2023-03-21 14:39:24,30
SES0014233,U01154,30/09/2023 21:17,30/09/2023 21:20,201
SES0014234,U01154,2023-09-20T14:25:43Z,2023-09-20 14:27:19,96
SES0014235,U01154,2023-09-23 08:24:02,2023-09-23 08:24:47,45
SES0014236,U01155,2024-03-06T00:22:48Z,2024-03-06 00:27:17,269
SES0014237,U01156,2024-06-20 18:37:09,2024-06-20T19:07:24Z,1815
SES0014238,U01156,16/04/2024 04:12,16/04/2024 04:14,167
SES0014239,U01156,26/02/2024 13:09,2024-02-26T13:10:08Z,33
SES0014240,U01156,2024-02-21 10:18:02,2024-02-21 10:18:53,51
SES0014241,U01156,2024-03-01T22:47:07Z,04/03/2024 23:09,260519
SES0014242,U01156,16/05/2024 05:36,16/05/2024 05:38,98
SES0014243,U01156,2024-05-03 18:00:07,03/05/2024 18:00,41
SES0014244,U01156,2024-06-02 02:49:40,2024-06-02 02:51:32,112
SES0014245,U01156,2024-01-28 01:48:22,28/01/2024 01:49,82
SES0014246,U01156,2024-04-10 06:08:42,10/04/2024 06:09,48
SES0014247,U01156,2024-05-27T12:09:50Z,27/05/2024 12:13,195
SES0014248,U01156,2024-05-13 14:20:37,2024-05-13 14:23:34,177
SES0014249,U01156,2024-06-15 21:55:47,15/06/2024 21:56,30
SES0014250,U01156,2024-02-14T19:04:53Z,2024-02-14 19:05:30,37
SES0014251,U01156,2024-04-23 14:57:32,2024-04-23T14:59:13Z,101
SES0014252,U01156,29/06/2024 21:54,2024-06-29T21:54:56Z,48
SES0014253,U01156,15/05/2024 06:59,2024-05-15 07:03:44,247
SES0014254,U01156,01/06/2024 16:51,2024-06-01T16:57:05Z,338
SES0014255,U01156,2024-04-29T14:17:29Z,2024-04-29T14:17:36Z,7
SES0014256,U01156,2024-04-15T03:41:02Z,2024-04-15T03:43:31Z,149
SES0014257,U01156,22/03/2024 16:27,2024-03-22 16:29:46,122
SES0014258,U01156,27/04/2024 21:45,2024-04-27T21:46:54Z,69
SES0014259,U01156,29/04/2024 15:24,29/04/2024 15:24,10
SES0014260,U01156,2024-04-27 15:27:10,2024-04-27 15:32:51,341
SES0014261,U01156,05/03/2024 11:27,2024-03-05 11:32:52,303
SES0014262,U01156,25/05/2024 10:47,2024-05-25 10:48:20,44
SES0014263,U01156,23/04/2024 01:12,2024-04-23T01:16:43Z,245
SES0014264,U01156,2024-04-18T06:15:15Z,18/04/2024 06:16,58
SES0014265,U01156,2024-04-10 06:39:26,2024-04-10 06:42:20,174
SES0014266,U01156,2024-05-21T09:06:40Z,2024-05-21 09:07:37,57
SES0014267,U01156,2024-02-17T04:27:06Z,2024-02-17T04:30:28Z,202
SES0014268,U01156,17/02/2024 07:00,2024-02-17T07:02:12Z,N/A
SES0014269,U01156,2024-06-01 06:58:19,01/06/2024 07:01,176
SES0014270,U01156,29/02/2024 04:35,2024-02-29 04:45:30,629
SES0014271,U01156,01/02/2024 19:54,2024-02-01T19:59:32Z,320
SES0014272,U01156,12/05/2024 00:57,2024-05-12 01:18:10,1221
SES0014273,U01156,2024-03-06T13:08:41Z,06/03/2024 13:11,185
SES0014274,U01156,07/02/2024 15:49,2024-02-07T15:53:16Z,202
SES0014275,U01156,2024-06-01 14:09:48,2024-06-01T14:12:27Z,159
SES0014276,U01156,2024-04-02 17:09:06,2024-04-02T17:10:39Z,93
SES0014277,U01156,2024-04-25 13:17:34,2024-04-25 13:24:57,443
SES0014278,U01156,26/05/2024 07:22,26/05/2024 07:24,N/A
SES0014279,U01156,16/04/2024 21:46,2024-04-16T22:23:56Z,2256
SES0014280,U01156,25/02/2024 11:21,2024-02-25T11:25:23Z,244
SES0014281,U01156,2024-03-25 08:31:56,25/03/2024 08:32,18
SES0014282,U01156,2024-02-20 19:13:08,2024-02-20 19:13:41,
SES0014283,U01156,14/04/2024 13:36,2024-04-14T13:37:34Z,67
SES0014284,U01156,25/03/2024 23:26,25/03/2024 23:37,659
SES0014285,U01156,2024-02-28 02:23:56,2024-02-28T02:24:50Z,54
SES0014286,U01156,2024-05-17 21:25:20,17/05/2024 21:26,98
SES0014287,U01156,2024-04-25T10:10:00Z,2024-04-25T10:10:05Z,5
SES0014288,U01156,2024-04-04 06:22:53,2024-04-04 06:25:11,138
SES0014289,U01156,2024-02-22 17:34:57,2024-02-22 17:37:34,157
SES0014290,U01156,29/04/2024 03:25,29/04/2024 03:26,37
SES0014291,U01156,29/05/2024 23:59,2024-05-31 13:39:50,135595
SES0014292,U01156,2024-05-30 11:07:32,2024-05-30 11:07:32,
SES0014293,U01156,2024-02-17 06:26:24,17/02/2024 06:32,346
SES0014294,U01156,2024-06-29T05:50:50Z,2024-06-29T05:55:46Z,296
SES0014295,U01156,2024-02-28 09:53:33,28/02/2024 09:59,374
SES0014296,U01156,2024-02-26T02:23:40Z,2024-02-26T02:24:59Z,79
SES0014297,U01156,2024-02-20 01:59:32,2024-02-20 02:00:14,42
SES0014298,U01156,2024-04-20T06:02:27Z,20/04/2024 06:06,243
SES0014299,U01156,02/05/2024 14:15,2024-05-02 14:16:02,19
SES0014300,U01156,2024-05-18 00:09:49,2024-05-18 00:12:35,166
SES0014301,U01156,27/03/2024 23:45,2024-03-27T23:47:11Z,78
SES0014302,U01156,2024-03-26 23:59:26,2024-03-27T00:00:33Z,
SES0014303,U01156,05/05/2024 06:45,2024-05-05T06:47:33Z,107
SES0014304,U01156,2024-03-19 14:25:37,19/03/2024 14:28,194
SES0014305,U01156,01/06/2024 00:25,01/06/2024 00:32,383
SES0014306,U01156,10/06/2024 05:15,2024-06-10 05:15:53,26
SES0014307,U01156,2024-03-02T17:53:05Z,2024-03-02 17:54:01,56
SES0014308,U01156,2024-05-08 17:44:20,08/05/2024 17:47,195
SES0014309,U01156,2024-02-06T23:00:24Z,06/02/2024 23:01,88
SES0014310,U01156,2024-04-13T16:43:45Z,2024-04-13T16:47:26Z,221
SES0014311,U01156,2024-04-19 04:09:14,2024-04-19 04:10:05,51
SES0014312,U01156,2024-03-24T22:56:23Z,2024-03-24 23:03:03,400
SES0014313,U01156,21/06/2024 16:54,2024-06-21 16:55:11,35
SES0014314,U01156,10/06/2024 22:31,10/06/2024 22:33,92
SES0014315,U01156,2024-05-03 03:56:13,2024-05-04T17:08:40Z,133947
SES0014316,U01156,2024-02-03T08:56:02Z,2024-02-03T08:58:26Z,144
SES0014317,U01158,2023-07-29T23:31:50Z,2023-07-29T23:43:05Z,675
SES0014318,U01158,2023-07-27T03:34:57Z,27/07/2023 03:36,73
SES0014319,U01158,2023-09-22 06:43:35,2023-09-22T06:43:54Z,19
SES0014320,U01158,2023-08-12T11:17:21Z,12/08/2023 11:17,15
SES0014321,U01158,2023-10-06T06:47:42Z,06/10/2023 06:53,330
SES0014322,U01159,2024-01-21 17:37:09,21/01/2024 17:40,184
SES0014323,U01159,15/02/2024 17:36,15/02/2024 17:36,24
SES0014324,U01159,20/04/2023 11:09,20/04/2023 11:21,747
SES0014325,U01159,2024-02-16T04:57:56Z,2024-02-16 04:59:45,109
SES0014326,U01159,2023-09-28 22:30:59,2023-09-28T22:31:51Z,52
SES0014327,U01160,29/11/2023 10:31,2023-11-29 10:34:47,188
SES0014328,U01160,2024-01-21 03:21:55,2024-01-21 03:22:28,33
SES0014329,U01160,2024-01-11 05:40:53,11/01/2024 05:43,133
SES0014330,U01160,2023-12-17 19:32:01,2023-12-17 19:33:26,85
SES0014331,U01160,2024-05-29T06:49:09Z,2024-05-29T06:50:09Z,60
SES0014332,U01160,2024-03-12T15:54:54Z,12/03/2024 15:55,60
SES0014333,U01160,21/02/2024 22:13,2024-02-21T22:14:11Z,39
SES0014334,U01160,2024-02-07T15:07:28Z,2024-02-07T15:10:29Z,181
SES0014335,U01160,2024-01-19T18:32:41Z,2024-01-19 18:46:01,800
SES0014336,U01160,2024-06-21T08:18:05Z,2024-06-21 08:20:30,145
SES0014337,U01160,09/03/2024 17:11,09/03/2024 17:13,89
SES0014338,U01160,2023-09-30 05:52:09,30/09/2023 05:52,38
SES0014339,U01160,2024-04-07 20:12:25,2024-04-07 20:12:49,24
SES0014340,U01160,2024-05-08 14:04:51,08/05/2024 14:12,444
SES0014341,U01160,01/02/2024 20:10,01/02/2024 20:14,267
SES0014342,U01160,2024-01-30T23:53:44Z,30/01/2024 23:53,0
SES0014343,U01160,05/11/2023 11:13,05/11/2023 11:13,57
SES0014344,U01160,19/05/2024 11:45,2024-05-19 11:46:25,55
SES0014345,U01160,2023-10-09T13:35:22Z,2023-10-09 13:44:58,576
SES0014346,U01160,2023-10-11T01:50:33Z,2023-10-11T01:51:26Z,53
SES0014347,U01161,2023-08-25T02:42:21Z,25/08/2023 02:44,141
SES0014348,U01161,2023-08-30 12:40:17,30/08/2023 12:40,16
SES0014349,U01161,2023-08-25 09:46:32,2023-08-25 09:54:27,475
SES0014350,U01161,30/08/2023 14:16,30/08/2023 14:17,102
SES0014351,U01161,2023-08-26 09:25:18,2023-08-26T09:26:17Z,59
SES0014352,U01161,2023-08-25T07:26:56Z,2023-08-25T07:32:16Z,320
SES0014353,U01161,2023-08-28T01:43:25Z,2023-08-28T01:48:24Z,299
SES0014354,U01161,2023-08-30T12:42:25Z,2023-08-30 12:47:45,320
SES0014355,U01161,26/08/2023 02:07,26/08/2023 02:14,414
SES0014356,U01161,27/08/2023 07:40,2023-08-27T07:42:48Z,122
SES0014357,U01162,2024-05-03T05:29:47Z,2024-05-03T05:31:06Z,79
SES0014358,U01162,2024-06-25T05:50:30Z,2024-06-25T05:54:12Z,222
SES0014359,U01162,2024-06-01T13:30:26Z,2024-06-01T13:31:17Z,51
SES0014360,U01162,20/05/2024 07:51,20/05/2024 07:53,118
SES0014361,U01162,2024-05-08T23:35:03Z,2024-05-08T23:36:23Z,80
SES0014362,U01162,2024-06-29 05:20:27,2024-06-29 05:20:55,28
SES0014363,U01162,2024-06-02 03:57:46,2024-06-02T03:59:36Z,110
SES0014364,U01162,22/06/2024 20:44,2024-06-22T20:49:59Z,332
SES0014365,U01162,02/06/2024 16:55,02/06/2024 16:55,6
SES0014366,U01162,17/06/2024 02:41,2024-06-17 02:44:07,157
SES0014367,U01162,2024-05-21 01:02:14,2024-05-21 01:02:54,40
SES0014368,U01162,13/06/2024 23:18,2024-06-13 23:25:51,418
SES0014369,U01162,2024-05-15 19:57:19,2024-05-15 19:59:30,
SES0014370,U01162,2024-06-05T09:56:04Z,2024-06-05 09:56:45,41
SES0014371,U01162,2024-06-13 01:43:44,2024-06-13T01:57:13Z,809
SES0014372,U01162,2024-05-08T09:47:26Z,08/05/2024 09:48,91
SES0014373,U01162,2024-05-21 02:05:50,2024-05-21T02:08:33Z,163
SES0014374,U01162,25/06/2024 18:33,25/06/2024 18:40,449
SES0014375,U01162,05/06/2024 03:32,05/06/2024 03:33,7
SES0014376,U01162,21/06/2024 20:38,2024-06-21 20:41:37,174
SES0014377,U01162,2024-05-07T10:26:50Z,2024-05-07 10:26:50,0
SES0014378,U01162,2024-06-10 17:22:26,2024-06-10T18:18:12Z,
SES0014379,U01162,2024-05-19T11:11:16Z,2024-05-19 11:15:22,246
SES0014380,U01162,2024-06-22T06:23:45Z,22/06/2024 06:25,130
SES0014381,U01162,2024-05-19 21:49:47,2024-05-19T21:53:00Z,193
SES0014382,U01162,2024-06-08 11:10:20,08/06/2024 11:11,62
